question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,r1,r2,s,ground_truth
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.60524654,0.39639017,0.2681208,0.39639017,0.60524654,0.39639017,0.2681208,0.39639017,0.71428573,0,0.6931471805599453,1.2104931,4
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.299775,0.0,0.0,0.0,0.299775,0.0,0.0,0.0,0.42857146,1,0.4054651081081644,0.59955,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.18937287,0.0,0.0,0.0068802973,0.18937287,0.0,0.0,0.0068802973,0.5714286,2,0.2876820724517809,0.37874573,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.07980607,0.006085472,0.0,0.006085472,0.07980607,0.006085472,0.0,0.006085472,0.42857146,3,0.22314355131420976,0.15961213,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.078300126,0.0,0.0,0.0,0.078300126,0.0,0.0,0.0,0.42857146,4,0.18232155679395462,0.15660025,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.071941085,0.00566501,0.0,0.00566501,0.071941085,0.00566501,0.0,0.00566501,0.5714286,5,0.1541506798272583,0.14388217,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.06963203,0.0,0.0034164393,0.0,0.06963203,0.0,0.0034164393,0.0,0.42857146,6,0.13353139262452263,0.13926406,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.05032015,0.0,0.0,0.0,0.05032015,0.0,0.0,0.0,0.2857143,7,0.11778303565638346,0.1006403,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.046990972,0.0,0.0,0.0,0.046990972,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,0.093981944,0
59a528d8-4b8a-4bbb-9e4c-04bc73433d85,0.043237813,0.0046368716,0.0,0.0096122585,0.043237813,0.0046368716,0.0,0.0096122585,0.2857143,9,0.09531017980432487,0.086475626,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.60524654,0.39639017,0.2681208,0.39639017,0.60524654,0.39639017,0.2681208,0.39639017,0.71428573,0,0.6931471805599453,1.2104931,4
442eabf1-1efd-4a8b-87ca-051456ddc603,0.4002483,0.0,0.0,0.0,0.4002483,0.0,0.0,0.0,0.5714286,1,0.4054651081081644,0.8004966,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.20450911,0.0,0.0,0.0,0.20450911,0.0,0.0,0.0,0.2857143,2,0.2876820724517809,0.40901822,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.18085684,0.0,0.0,0.0068802973,0.18085684,0.0,0.0,0.0068802973,0.42857146,3,0.22314355131420976,0.36171368,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.13783772,0.01810592,0.0,0.01810592,0.13783772,0.01810592,0.0,0.01810592,0.42857146,4,0.18232155679395462,0.27567545,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.06963203,0.0,0.0034164393,0.0,0.06963203,0.0,0.0034164393,0.0,0.42857146,5,0.1541506798272583,0.13926406,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.06342506,0.00566501,0.0,0.00566501,0.06342506,0.00566501,0.0,0.00566501,0.42857146,6,0.13353139262452263,0.12685011,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.058558483,0.0,0.0,0.0,0.058558483,0.0,0.0,0.0,0.2857143,7,0.11778303565638346,0.117116965,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.053913374,0.0,0.0,0.0,0.053913374,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,0.10782675,0
442eabf1-1efd-4a8b-87ca-051456ddc603,0.043237813,0.0046368716,0.0,0.0096122585,0.043237813,0.0046368716,0.0,0.0096122585,0.2857143,9,0.09531017980432487,0.086475626,0
3441cfa8-21a8-4c2c-9d98-16b0babd53cf,0.7365227,0.39639017,0.2681208,0.4111346,0.7365227,0.39639017,0.2681208,0.4111346,0.8571429,0,0.6931471805599453,1.4730453,4
3441cfa8-21a8-4c2c-9d98-16b0babd53cf,0.52022976,0.054862745,0.0,0.063511126,0.52022976,0.054862745,0.0,0.063511126,0.5714286,1,0.4054651081081644,1.0404595,0
