question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,r1,r2,s,ground_truth
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.56989354,0.36956003,0.25054798,0.36956003,0.56989354,0.36956003,0.25054798,0.36956003,0.71428573,0,0.6931471805599453,1.1397871,4
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.27983698,0.0,0.0,0.0,0.27983698,0.0,0.0,0.0,0.42857146,1,0.4054651081081644,0.55967396,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.17414078,0.0,0.0,0.0046323417,0.17414078,0.0,0.0,0.0046323417,0.5714286,2,0.2876820724517809,0.34828156,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.08387024,0.008618996,0.0,0.008618996,0.08387024,0.008618996,0.0,0.008618996,0.42857146,3,0.22314355131420976,0.16774048,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.07019617,0.0,0.0,0.0,0.07019617,0.0,0.0,0.0,0.42857146,4,0.18232155679395462,0.14039233,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.06330644,0.0,0.0,0.0,0.06330644,0.0,0.0,0.0,0.5714286,5,0.1541506798272583,0.12661289,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.0631015,0.0,0.0015422315,0.0,0.0631015,0.0,0.0015422315,0.0,0.42857146,6,0.13353139262452263,0.126203,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.060424797,0.0034869548,0.0,0.0034869548,0.060424797,0.0034869548,0.0,0.0034869548,0.5714286,7,0.11778303565638346,0.120849594,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.047038432,0.0,0.0,0.0,0.047038432,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,0.094076864,0
7a0b7be9-5c8c-4a2c-adf0-cdfc0e37fc7e,0.045016926,0.0,0.0,0.0,0.045016926,0.0,0.0,0.0,0.2857143,9,0.09531017980432487,0.09003385,0
c33e4683-0363-4cc0-8656-13c910640acc,0.56989354,0.36956003,0.25054798,0.36956003,0.56989354,0.36956003,0.25054798,0.36956003,0.71428573,0,0.6931471805599453,1.1397871,4
c33e4683-0363-4cc0-8656-13c910640acc,0.36841953,0.0,0.0,0.0,0.36841953,0.0,0.0,0.0,0.5714286,1,0.4054651081081644,0.73683906,0
c33e4683-0363-4cc0-8656-13c910640acc,0.19109966,0.0,0.0,0.0,0.19109966,0.0,0.0,0.0,0.2857143,2,0.2876820724517809,0.38219932,0
c33e4683-0363-4cc0-8656-13c910640acc,0.16796672,0.0,0.0,0.0046323417,0.16796672,0.0,0.0,0.0046323417,0.42857146,3,0.22314355131420976,0.33593345,0
c33e4683-0363-4cc0-8656-13c910640acc,0.14219731,0.02200901,0.0,0.02200901,0.14219731,0.02200901,0.0,0.02200901,0.42857146,4,0.18232155679395462,0.28439462,0
c33e4683-0363-4cc0-8656-13c910640acc,0.0631015,0.0,0.0015422315,0.0,0.0631015,0.0,0.0015422315,0.0,0.42857146,5,0.1541506798272583,0.126203,0
c33e4683-0363-4cc0-8656-13c910640acc,0.05659227,0.0,0.0,0.0,0.05659227,0.0,0.0,0.0,0.2857143,6,0.13353139262452263,0.11318454,0
c33e4683-0363-4cc0-8656-13c910640acc,0.054250743,0.0034869548,0.0,0.0034869548,0.054250743,0.0034869548,0.0,0.0034869548,0.42857146,7,0.11778303565638346,0.10850149,0
c33e4683-0363-4cc0-8656-13c910640acc,0.052796487,0.0,0.0,0.0,0.052796487,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,0.10559297,0
c33e4683-0363-4cc0-8656-13c910640acc,0.047038432,0.0,0.0,0.0,0.047038432,0.0,0.0,0.0,0.2857143,9,0.09531017980432487,0.094076864,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.6930666,0.36956003,0.25054798,0.3817674,0.6930666,0.36956003,0.25054798,0.3817674,0.8571429,0,0.6931471805599453,1.3861332,4
f48a9f18-93d4-4777-8e97-68af830931ea,0.48731405,0.049303345,0.0,0.05625017,0.48731405,0.049303345,0.0,0.05625017,0.5714286,1,0.4054651081081644,0.9746281,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.44172984,0.0,0.0,0.0046323417,0.44172984,0.0,0.0,0.0046323417,0.71428573,2,0.2876820724517809,0.8834597,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.19435845,0.0,0.0,0.0,0.19435845,0.0,0.0,0.0,0.14285715,3,0.22314355131420976,0.3887169,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.16292879,0.0,0.0,0.0,0.16292879,0.0,0.0,0.0,0.5714286,4,0.18232155679395462,0.32585758,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.105796404,0.0,0.0,0.0,0.105796404,0.0,0.0,0.0,0.14285715,5,0.1541506798272583,0.21159281,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.0631015,0.0,0.0015422315,0.0,0.0631015,0.0,0.0015422315,0.0,0.42857146,6,0.13353139262452263,0.126203,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.05659227,0.0,0.0,0.0,0.05659227,0.0,0.0,0.0,0.2857143,7,0.11778303565638346,0.11318454,0
f48a9f18-93d4-4777-8e97-68af830931ea,0.054250743,0.0034869548question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,r1,r2,s,ground_truth
43d959b1-a683-4395-951e-6af6bbc929b1,0.56989354,0.36956003,0.25054798,0.36956003,0.56989354,0.36956003,0.25054798,0.36956003,0.71428573,0,0.6931471805599453,1.1397871,4
43d959b1-a683-4395-951e-6af6bbc929b1,0.27983698,0.0,0.0,0.0,0.27983698,0.0,0.0,0.0,0.42857146,1,0.4054651081081644,0.55967396,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.17414078,0.0,0.0,0.0046323417,0.17414078,0.0,0.0,0.0046323417,0.5714286,2,0.2876820724517809,0.34828156,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.08387024,0.008618996,0.0,0.008618996,0.08387024,0.008618996,0.0,0.008618996,0.42857146,3,0.22314355131420976,0.16774048,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.07019617,0.0,0.0,0.0,0.07019617,0.0,0.0,0.0,0.42857146,4,0.18232155679395462,0.14039233,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.06330644,0.0,0.0,0.0,0.06330644,0.0,0.0,0.0,0.5714286,5,0.1541506798272583,0.12661289,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.0631015,0.0,0.0015422315,0.0,0.0631015,0.0,0.0015422315,0.0,0.42857146,6,0.13353139262452263,0.126203,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.060424797,0.0034869548,0.0,0.0034869548,0.060424797,0.0034869548,0.0,0.0034869548,0.5714286,7,0.11778303565638346,0.120849594,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.047038432,0.0,0.0,0.0,0.047038432,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,0.094076864,0
43d959b1-a683-4395-951e-6af6bbc929b1,0.045016926,0.0,0.0,0.0,0.045016926,0.0,0.0,0.0,0.2857143,9,0.09531017980432487,0.09003385,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.56989354,0.36956003,0.25054798,0.36956003,0.56989354,0.36956003,0.25054798,0.36956003,0.71428573,0,0.6931471805599453,1.1397871,4
2973c924-882f-4729-ac95-5ebe3bfef168,0.36841953,0.0,0.0,0.0,0.36841953,0.0,0.0,0.0,0.5714286,1,0.4054651081081644,0.73683906,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.19109966,0.0,0.0,0.0,0.19109966,0.0,0.0,0.0,0.2857143,2,0.2876820724517809,0.38219932,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.16796672,0.0,0.0,0.0046323417,0.16796672,0.0,0.0,0.0046323417,0.42857146,3,0.22314355131420976,0.33593345,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.14219731,0.02200901,0.0,0.02200901,0.14219731,0.02200901,0.0,0.02200901,0.42857146,4,0.18232155679395462,0.28439462,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.0631015,0.0,0.0015422315,0.0,0.0631015,0.0,0.0015422315,0.0,0.42857146,5,0.1541506798272583,0.126203,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.05659227,0.0,0.0,0.0,0.05659227,0.0,0.0,0.0,0.2857143,6,0.13353139262452263,0.11318454,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.054250743,0.0034869548,0.0,0.0034869548,0.054250743,0.0034869548,0.0,0.0034869548,0.42857146,7,0.11778303565638346,0.10850149,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.052796487,0.0,0.0,0.0,0.052796487,0.0,0.0,0.0,0.2857143,8,0.1053605156578263,0.10559297,0
2973c924-882f-4729-ac95-5ebe3bfef168,0.047038432,0.0,0.0,0.0,0.047038432,0.0,0.0,0.0,0.2857143,9,0.09531017980432487,0.094076864,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.6930666,0.36956003,0.25054798,0.3817674,0.6930666,0.36956003,0.25054798,0.3817674,0.8571429,0,0.6931471805599453,1.3861332,4
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.48731405,0.049303345,0.0,0.05625017,0.48731405,0.049303345,0.0,0.05625017,0.5714286,1,0.4054651081081644,0.9746281,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.44172984,0.0,0.0,0.0046323417,0.44172984,0.0,0.0,0.0046323417,0.71428573,2,0.2876820724517809,0.8834597,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.19435845,0.0,0.0,0.0,0.19435845,0.0,0.0,0.0,0.14285715,3,0.22314355131420976,0.3887169,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.16292879,0.0,0.0,0.0,0.16292879,0.0,0.0,0.0,0.5714286,4,0.18232155679395462,0.32585758,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.105796404,0.0,0.0,0.0,0.105796404,0.0,0.0,0.0,0.14285715,5,0.1541506798272583,0.21159281,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.0631015,0.0,0.0015422315,0.0,0.0631015,0.0,0.0015422315,0.0,0.42857146,6,0.13353139262452263,0.126203,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.05659227,0.0,0.0,0.0,0.05659227,0.0,0.0,0.0,0.2857143,7,0.11778303565638346,0.11318454,0
7fae5fd0-d6b8-4f06-b966-4606addb603e,0.054250743,0.0034869548,0.0,0.0034869548,0.054250743,0.0034869548,0.0,0.0034869548,0.42857146,8,0.1053605156578263,0.10850149,0
